pgn,game_id,ply,side,san,best_san,loss_cp,class,accuracy
PUTC_vs_STOCKFISH.pgn,69,12,W,Ng5,d4,106,mistake,65.4
PUTC_vs_STOCKFISH.pgn,69,13,B,e4,Bd6,102,mistake,66.2
PUTC_vs_STOCKFISH.pgn,69,14,W,Nxe4,b3,136,mistake,59.5
PUTC_vs_STOCKFISH.pgn,69,15,B,Nxe4,dxe4,21,ok,90.5
PUTC_vs_STOCKFISH.pgn,69,16,W,Bh3,d3,114,mistake,63.7
PUTC_vs_STOCKFISH.pgn,69,17,B,h5,Bxh3,43,ok,82.3
PUTC_vs_STOCKFISH.pgn,69,18,W,Bxc8,Bg2,27,ok,88.1
PUTC_vs_STOCKFISH.pgn,69,19,B,Nxf2,Qxc8,116,mistake,63.3
PUTC_vs_STOCKFISH.pgn,69,20,W,Kxf2,Kxf2,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,69,21,B,Qxc8,Qxc8,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,69,22,W,Kf1,b3,60,inaccuracy,76.9
PUTC_vs_STOCKFISH.pgn,69,23,B,Ra6,h4,24,ok,89.3
PUTC_vs_STOCKFISH.pgn,69,24,W,Ke1,Kg2,10,ok,95.2
PUTC_vs_STOCKFISH.pgn,69,25,B,Be7,h4,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,69,26,W,Rg1,b4,49,ok,80.3
PUTC_vs_STOCKFISH.pgn,69,27,B,Nd7,O-O,37,ok,84.4
PUTC_vs_STOCKFISH.pgn,69,28,W,Rg2,Rf1,25,ok,88.9
PUTC_vs_STOCKFISH.pgn,69,29,B,Qb7,c5,17,ok,92.2
PUTC_vs_STOCKFISH.pgn,69,30,W,Rf2,b3,2,ok,99.0
PUTC_vs_STOCKFISH.pgn,69,31,B,h4,O-O,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,69,32,W,Rxf7,b3,96,inaccuracy,67.6
PUTC_vs_STOCKFISH.pgn,69,33,B,hxg3,hxg3,23,ok,89.7
PUTC_vs_STOCKFISH.pgn,69,34,W,Rxe7+,hxg3,85,inaccuracy,70.2
PUTC_vs_STOCKFISH.pgn,69,35,B,Kxe7,Kxe7,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,69,36,W,hxg3,d4,323,blunder,38.2
PUTC_vs_STOCKFISH.pgn,69,37,B,Rh1+,Rh1+,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,69,38,W,Kf2,Kf2,261,blunder,43.4
PUTC_vs_STOCKFISH.pgn,69,39,B,Rf6+,Rf6+,16,ok,92.6
PUTC_vs_STOCKFISH.pgn,69,40,W,Kg2,Ke3,99070,blunder,0.2
PUTC_vs_STOCKFISH.pgn,69,41,B,d4+,d4+,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,69,42,W,e4,e4,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,69,43,B,Qxe4+,Qxe4+,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,69,44,W,Qf3,Qf3,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,69,45,B,Qxf3#,Qxf3#,200000,blunder,0.1
STOCKFISH_vs_PUTC.pgn,70,0,W,f4,e4,40,ok,83.3
STOCKFISH_vs_PUTC.pgn,70,1,B,b5,Nf6,3,ok,98.5
STOCKFISH_vs_PUTC.pgn,70,2,W,e4,e4,6,ok,97.1
STOCKFISH_vs_PUTC.pgn,70,3,B,Nh6,Bb7,108,mistake,64.9
STOCKFISH_vs_PUTC.pgn,70,4,W,Nc3,Bxb5,169,mistake,54.2
STOCKFISH_vs_PUTC.pgn,70,5,B,Bb7,b4,133,mistake,60.1
STOCKFISH_vs_PUTC.pgn,70,6,W,Bxb5,Bxb5,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,70,7,B,Bxe4,e6,406,blunder,33.0
STOCKFISH_vs_PUTC.pgn,70,8,W,Nxe4,Nxe4,35,ok,85.1
STOCKFISH_vs_PUTC.pgn,70,9,B,Qc8,g6,31,ok,86.6
STOCKFISH_vs_PUTC.pgn,70,10,W,Nf3,Qf3,17,ok,92.2
STOCKFISH_vs_PUTC.pgn,70,11,B,Rg8,Qb7,74,inaccuracy,73.0
STOCKFISH_vs_PUTC.pgn,70,12,W,Be2,d4,62,inaccuracy,76.3
STOCKFISH_vs_PUTC.pgn,70,13,B,Rh8,Qb7,53,inaccuracy,79.1
STOCKFISH_vs_PUTC.pgn,70,14,W,a3,d4,64,inaccuracy,75.8
STOCKFISH_vs_PUTC.pgn,70,15,B,Qb7,Qb7,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,70,16,W,Neg5,Nc3,26,ok,88.5
STOCKFISH_vs_PUTC.pgn,70,17,B,Qxf3,g6,229,blunder,46.6
STOCKFISH_vs_PUTC.pgn,70,18,W,Bxf3,Nxf3,87,inaccuracy,69.7
STOCKFISH_vs_PUTC.pgn,70,19,B,Rg8,Nf5,102,mistake,66.2
STOCKFISH_vs_PUTC.pgn,70,20,W,d4,d4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,71,0,W,Na3,e4,106,mistake,65.4
STOCKFISH_vs_PUTC.pgn,71,1,B,h6,e5,74,inaccuracy,73.0
STOCKFISH_vs_PUTC.pgn,71,2,W,e4,e4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,71,3,B,g6,e5,77,inaccuracy,72.2
STOCKFISH_vs_PUTC.pgn,71,4,W,d4,d4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,71,5,B,Bg7,d6,7,ok,96.6
STOCKFISH_vs_PUTC.pgn,71,6,W,f4,f4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,71,7,B,Bxd4,d6,475,blunder,29.6
STOCKFISH_vs_PUTC.pgn,71,8,W,Qxd4,Qxd4,59,inaccuracy,77.2
STOCKFISH_vs_PUTC.pgn,71,9,B,Rh7,Nf6,104,mistake,65.8
STOCKFISH_vs_PUTC.pgn,71,10,W,Qd2,Qe3,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,71,11,B,Nf6,d6,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,71,12,W,e5,Bd3,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,71,13,B,Ne4,Ne4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,71,14,W,Qe2,Qd5,102,mistake,66.2
STOCKFISH_vs_PUTC.pgn,71,15,B,Nc6,d5,72,inaccuracy,73.5
STOCKFISH_vs_PUTC.pgn,71,16,W,Qxe4,Qxe4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,71,17,B,Nxe5,d5,151,mistake,57.0
STOCKFISH_vs_PUTC.pgn,71,18,W,Nf3,fxe5,151,mistake,57.0
STOCKFISH_vs_PUTC.pgn,71,19,B,Nxf3+,Nxf3+,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,71,20,W,gxf3,Qxf3,106,mistake,65.4
STOCKFISH_vs_PUTC.pgn,71,21,B,e6,Rh8,113,mistake,63.9
STOCKFISH_vs_PUTC.pgn,71,22,W,Qd4,Qe2,78,inaccuracy,71.9
STOCKFISH_vs_PUTC.pgn,71,23,B,Qe7,b6,83,inaccuracy,70.7
STOCKFISH_vs_PUTC.pgn,71,24,W,Qf2,Be3,58,inaccuracy,77.5
STOCKFISH_vs_PUTC.pgn,71,25,B,Qxa3,b6,300,blunder,40.0
STOCKFISH_vs_PUTC.pgn,71,26,W,bxa3,bxa3,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,71,27,B,Rh8,Rh8,11,ok,94.8
STOCKFISH_vs_PUTC.pgn,71,28,W,Rg1,Bb2,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,72,0,W,b3,e4,57,inaccuracy,77.8
STOCKFISH_vs_PUTC.pgn,72,1,B,c6,e5,34,ok,85.5
STOCKFISH_vs_PUTC.pgn,72,2,W,e4,e4,4,ok,98.0
STOCKFISH_vs_PUTC.pgn,72,3,B,Qa5,e5,15,ok,93.0
STOCKFISH_vs_PUTC.pgn,72,4,W,Bb2,Nf3,13,ok,93.9
STOCKFISH_vs_PUTC.pgn,72,5,B,Qxa2,d5,694,blunder,22.4
STOCKFISH_vs_PUTC.pgn,72,6,W,Rxa2,Rxa2,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,72,7,B,Nh6,d5,51,inaccuracy,79.7
STOCKFISH_vs_PUTC.pgn,72,8,W,Qc1,Qf3,57,inaccuracy,77.8
STOCKFISH_vs_PUTC.pgn,73,0,W,e3,e4,20,ok,90.9
STOCKFISH_vs_PUTC.pgn,73,1,B,b6,d5,5,ok,97.6
STOCKFISH_vs_PUTC.pgn,73,2,W,Be2,e4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,73,3,B,Bb7,e6,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,73,4,W,Nf3,Nf3,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,73,5,B,Bd5,e6,75,inaccuracy,72.7
STOCKFISH_vs_PUTC.pgn,73,6,W,d4,c4,15,ok,93.0
STOCKFISH_vs_PUTC.pgn,73,7,B,Bxa2,Bb7,568,blunder,26.0
STOCKFISH_vs_PUTC.pgn,73,8,W,Rxa2,Rxa2,23,ok,89.7
STOCKFISH_vs_PUTC.pgn,73,9,B,Nh6,Nf6,78,inaccuracy,71.9
STOCKFISH_vs_PUTC.pgn,73,10,W,e4,Nc3,33,ok,85.8
STOCKFISH_vs_PUTC.pgn,73,11,B,Qc8,g6,47,ok,81.0
STOCKFISH_vs_PUTC.pgn,73,12,W,O-O,d5,12,ok,94.3
STOCKFISH_vs_PUTC.pgn,73,13,B,Qb7,g6,49,ok,80.3
STOCKFISH_vs_PUTC.pgn,73,14,W,Bxh6,d5,5,ok,97.6
STOCKFISH_vs_PUTC.pgn,73,15,B,gxh6,Nc6,52,inaccuracy,79.4
STOCKFISH_vs_PUTC.pgn,73,16,W,Nbd2,Nbd2,22,ok,90.1
STOCKFISH_vs_PUTC.pgn,73,17,B,Qxe4,Bg7,130,mistake,60.6
STOCKFISH_vs_PUTC.pgn,73,18,W,g3,Nxe4,290,blunder,40.8
STOCKFISH_vs_PUTC.pgn,73,19,B,Qxe2,Qe6,147,mistake,57.6
STOCKFISH_vs_PUTC.pgn,73,20,W,Qxe2,Qxe2,10,ok,95.2
STOCKFISH_vs_PUTC.pgn,73,21,B,Rg8,Nc6,54,inaccuracy,78.7
STOCKFISH_vs_PUTC.pgn,73,22,W,Rb1,Kh1,69,inaccuracy,74.3
STOCKFISH_vs_PUTC.pgn,74,0,W,d4,e4,7,ok,96.6
STOCKFISH_vs_PUTC.pgn,74,1,B,b5,Nf6,90,inaccuracy,69.0
STOCKFISH_vs_PUTC.pgn,74,2,W,Nf3,e4,64,inaccuracy,75.8
STOCKFISH_vs_PUTC.pgn,74,3,B,Bb7,Nf6,14,ok,93.5
STOCKFISH_vs_PUTC.pgn,74,4,W,a3,e3,51,inaccuracy,79.7
STOCKFISH_vs_PUTC.pgn,74,5,B,Be4,a6,133,mistake,60.1
STOCKFISH_vs_PUTC.pgn,74,6,W,Nbd2,e3,3,ok,98.5
STOCKFISH_vs_PUTC.pgn,74,7,B,Bxc2,Bxf3,551,blunder,26.6
STOCKFISH_vs_PUTC.pgn,74,8,W,Qxc2,Qxc2,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,74,9,B,Qc8,g6,28,ok,87.7
STOCKFISH_vs_PUTC.pgn,74,10,W,h4,e3,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,74,11,B,Nh6,Qb7,23,ok,89.7
STOCKFISH_vs_PUTC.pgn,74,12,W,Ne4,e4,37,ok,84.4
STOCKFISH_vs_PUTC.pgn,74,13,B,Qb7,a6,25,ok,88.9
STOCKFISH_vs_PUTC.pgn,74,14,W,Bxh6,Nc3,20,ok,90.9
STOCKFISH_vs_PUTC.pgn,74,15,B,Qxe4,e6,187,mistake,51.7
STOCKFISH_vs_PUTC.pgn,74,16,W,Qxe4,Qxe4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,74,17,B,gxh6,Nc6,199,mistake,50.1
STOCKFISH_vs_PUTC.pgn,74,18,W,e3,Qxa8,161,mistake,55.4
STOCKFISH_vs_PUTC.pgn,75,0,W,f3,e4,102,mistake,66.2
STOCKFISH_vs_PUTC.pgn,75,1,B,e6,e5,1,ok,99.5
STOCKFISH_vs_PUTC.pgn,75,2,W,e4,f4,23,ok,89.7
STOCKFISH_vs_PUTC.pgn,75,3,B,Qg5,d5,154,mistake,56.5
STOCKFISH_vs_PUTC.pgn,75,4,W,g3,d4,26,ok,88.5
STOCKFISH_vs_PUTC.pgn,75,5,B,Qe3+,Qd8,615,blunder,24.5
STOCKFISH_vs_PUTC.pgn,75,6,W,dxe3,dxe3,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,75,7,B,Nh6,b6,25,ok,88.9
STOCKFISH_vs_PUTC.pgn,75,8,W,Bd2,Kf2,71,inaccuracy,73.8
STOCKFISH_vs_PUTC.pgn,76,0,W,a4,e4,62,inaccuracy,76.3
STOCKFISH_vs_PUTC.pgn,76,1,B,f6,e5,99,inaccuracy,66.9
STOCKFISH_vs_PUTC.pgn,76,2,W,e3,e4,93,inaccuracy,68.3
STOCKFISH_vs_PUTC.pgn,76,3,B,Nh6,d5,47,ok,81.0
STOCKFISH_vs_PUTC.pgn,76,4,W,Be2,e4,12,ok,94.3
STOCKFISH_vs_PUTC.pgn,76,5,B,Rg8,d5,133,mistake,60.1
STOCKFISH_vs_PUTC.pgn,76,6,W,d4,d4,29,ok,87.3
STOCKFISH_vs_PUTC.pgn,76,7,B,g6,d5,34,ok,85.5
STOCKFISH_vs_PUTC.pgn,76,8,W,a5,e4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,76,9,B,Rh8,d5,11,ok,94.8
STOCKFISH_vs_PUTC.pgn,76,10,W,b4,e4,40,ok,83.3
STOCKFISH_vs_PUTC.pgn,76,11,B,Rg8,Nf7,121,mistake,62.3
STOCKFISH_vs_PUTC.pgn,76,12,W,Nf3,Nf3,3,ok,98.5
STOCKFISH_vs_PUTC.pgn,76,13,B,Rh8,Nf7,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,76,14,W,Ba3,e4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,76,15,B,Bg7,f5,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,76,16,W,c3,O-O,39,ok,83.7
STOCKFISH_vs_PUTC.pgn,76,17,B,Rg8,f5,100,mistake,66.7
STOCKFISH_vs_PUTC.pgn,76,18,W,Bb2,c4,29,ok,87.3
STOCKFISH_vs_PUTC.pgn,76,19,B,Rh8,Rh8,26,ok,88.5
STOCKFISH_vs_PUTC.pgn,76,20,W,c4,c4,8,ok,96.2
STOCKFISH_vs_PUTC.pgn,76,21,B,Nc6,c6,85,inaccuracy,70.2
STOCKFISH_vs_PUTC.pgn,76,22,W,Ba3,b5,80,inaccuracy,71.4
STOCKFISH_vs_PUTC.pgn,76,23,B,Nxd4,d6,392,blunder,33.8
STOCKFISH_vs_PUTC.pgn,76,24,W,Qxd4,Nxd4,51,inaccuracy,79.7
STOCKFISH_vs_PUTC.pgn,76,25,B,Rg8,b6,123,mistake,61.9
STOCKFISH_vs_PUTC.pgn,76,26,W,O-O,Qd2,256,blunder,43.9
STOCKFISH_vs_PUTC.pgn,76,27,B,Rh8,f5,284,blunder,41.3
STOCKFISH_vs_PUTC.pgn,76,28,W,Qd2,c5,111,mistake,64.3
STOCKFISH_vs_PUTC.pgn,76,29,B,Nf7,a6,42,ok,82.6
STOCKFISH_vs_PUTC.pgn,76,30,W,Bb2,Nc3,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,76,31,B,Ne5,c6,109,mistake,64.7
STOCKFISH_vs_PUTC.pgn,76,32,W,a6,Nxe5,112,mistake,64.1
STOCKFISH_vs_PUTC.pgn,76,33,B,Nxf3+,Nxf3+,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,76,34,W,Bxf3,Bxf3,26,ok,88.5
STOCKFISH_vs_PUTC.pgn,76,35,B,bxa6,bxa6,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,76,36,W,h4,Bxa8,28,ok,87.7
STOCKFISH_vs_PUTC.pgn,76,37,B,Rg8,Rb8,49,ok,80.3
STOCKFISH_vs_PUTC.pgn,76,38,W,Qd5,Bxa8,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,76,39,B,Bb7,Rh8,151,mistake,57.0
STOCKFISH_vs_PUTC.pgn,76,40,W,Qxg8+,Qxg8+,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,76,41,B,Bf8,Bf8,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,76,42,W,Bxb7,Bxb7,3,ok,98.5
STOCKFISH_vs_PUTC.pgn,77,0,W,c4,e4,44,ok,82.0
STOCKFISH_vs_PUTC.pgn,77,1,B,e5,e5,10,ok,95.2
STOCKFISH_vs_PUTC.pgn,77,2,W,d3,g3,18,ok,91.7
STOCKFISH_vs_PUTC.pgn,77,3,B,Bc5,Nf6,20,ok,90.9
STOCKFISH_vs_PUTC.pgn,77,4,W,Nc3,Nf3,4,ok,98.0
STOCKFISH_vs_PUTC.pgn,77,5,B,Bxf2+,Nf6,410,blunder,32.8
STOCKFISH_vs_PUTC.pgn,77,6,W,Kxf2,Kxf2,23,ok,89.7
STOCKFISH_vs_PUTC.pgn,77,7,B,Qf6+,Nf6,90,inaccuracy,69.0
STOCKFISH_vs_PUTC.pgn,77,8,W,Nf3,Ke1,52,inaccuracy,79.4
STOCKFISH_vs_PUTC.pgn,77,9,B,Qxf3+,Ne7,339,blunder,37.1
STOCKFISH_vs_PUTC.pgn,77,10,W,gxf3,gxf3,34,ok,85.5
STOCKFISH_vs_PUTC.pgn,77,11,B,Ne7,Nf6,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,77,12,W,Ne4,e4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,78,0,W,g3,e4,30,ok,87.0
STOCKFISH_vs_PUTC.pgn,78,1,B,d5,d5,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,78,2,W,d4,Nf3,2,ok,99.0
STOCKFISH_vs_PUTC.pgn,78,3,B,Qd6,c5,55,inaccuracy,78.4
STOCKFISH_vs_PUTC.pgn,78,4,W,Bg2,c4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,78,5,B,Qxg3,Nf6,641,blunder,23.8
STOCKFISH_vs_PUTC.pgn,78,6,W,hxg3,hxg3,17,ok,92.2
STOCKFISH_vs_PUTC.pgn,78,7,B,Nh6,e5,148,mistake,57.5
STOCKFISH_vs_PUTC.pgn,78,8,W,Bxh6,Bxh6,28,ok,87.7
STOCKFISH_vs_PUTC.pgn,79,0,W,c4,e4,19,ok,91.3
STOCKFISH_vs_PUTC.pgn,79,1,B,d5,e5,85,inaccuracy,70.2
STOCKFISH_vs_PUTC.pgn,79,2,W,cxd5,cxd5,76,inaccuracy,72.5
STOCKFISH_vs_PUTC.pgn,79,3,B,Qxd5,c6,75,inaccuracy,72.7
STOCKFISH_vs_PUTC.pgn,79,4,W,Nc3,Nc3,57,inaccuracy,77.8
STOCKFISH_vs_PUTC.pgn,79,5,B,Qxa2,Qa5,570,blunder,26.0
STOCKFISH_vs_PUTC.pgn,79,6,W,Nxa2,Rxa2,38,ok,84.0
STOCKFISH_vs_PUTC.pgn,79,7,B,Nf6,Nc6,67,inaccuracy,74.9
STOCKFISH_vs_PUTC.pgn,79,8,W,e4,Nf3,26,ok,88.5
PUTC_vs_STOCKFISH.pgn,80,0,W,Na3,e4,110,mistake,64.5
PUTC_vs_STOCKFISH.pgn,80,1,B,g5,e5,167,mistake,54.5
PUTC_vs_STOCKFISH.pgn,80,2,W,Nh3,d4,141,mistake,58.7
PUTC_vs_STOCKFISH.pgn,80,3,B,e5,e5,8,ok,96.2
PUTC_vs_STOCKFISH.pgn,80,4,W,c3,d4,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,80,5,B,d6,d5,76,inaccuracy,72.5
PUTC_vs_STOCKFISH.pgn,80,6,W,Ng1,d4,86,inaccuracy,69.9
PUTC_vs_STOCKFISH.pgn,80,7,B,h6,h6,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,80,8,W,Rb1,g3,36,ok,84.7
PUTC_vs_STOCKFISH.pgn,80,9,B,Nf6,Nf6,23,ok,89.7
PUTC_vs_STOCKFISH.pgn,80,10,W,b4,g3,42,ok,82.6
PUTC_vs_STOCKFISH.pgn,80,11,B,c6,Be6,32,ok,86.2
PUTC_vs_STOCKFISH.pgn,80,12,W,Ra1,Nf3,74,inaccuracy,73.0
PUTC_vs_STOCKFISH.pgn,80,13,B,Bf5,Bg7,28,ok,87.7
PUTC_vs_STOCKFISH.pgn,80,14,W,h4,Nc4,122,mistake,62.1
PUTC_vs_STOCKFISH.pgn,80,15,B,g4,g4,10,ok,95.2
PUTC_vs_STOCKFISH.pgn,80,16,W,g3,g3,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,80,17,B,a5,Be4,30,ok,87.0
PUTC_vs_STOCKFISH.pgn,80,18,W,Rh2,b5,135,mistake,59.7
PUTC_vs_STOCKFISH.pgn,80,19,B,Nbd7,axb4,57,inaccuracy,77.8
PUTC_vs_STOCKFISH.pgn,80,20,W,Nb1,b5,123,mistake,61.9
PUTC_vs_STOCKFISH.pgn,80,21,B,Bg7,axb4,33,ok,85.8
PUTC_vs_STOCKFISH.pgn,80,22,W,b5,b5,16,ok,92.6
PUTC_vs_STOCKFISH.pgn,80,23,B,cxb5,cxb5,6,ok,97.1
PUTC_vs_STOCKFISH.pgn,80,24,W,c4,d3,110,mistake,64.5
PUTC_vs_STOCKFISH.pgn,80,25,B,e4,bxc4,50,inaccuracy,80.0
PUTC_vs_STOCKFISH.pgn,80,26,W,c5,Rh1,152,mistake,56.8
PUTC_vs_STOCKFISH.pgn,80,27,B,Nxc5,dxc5,64,inaccuracy,75.8
PUTC_vs_STOCKFISH.pgn,80,28,W,a4,e3,42,ok,82.6
PUTC_vs_STOCKFISH.pgn,80,29,B,O-O,b4,58,inaccuracy,77.5
PUTC_vs_STOCKFISH.pgn,80,30,W,Ba3,axb5,86,inaccuracy,69.9
PUTC_vs_STOCKFISH.pgn,80,31,B,b4,b4,7,ok,96.6
PUTC_vs_STOCKFISH.pgn,80,32,W,Bb2,e3,47,ok,81.0
PUTC_vs_STOCKFISH.pgn,80,33,B,Qe7,Be6,123,mistake,61.9
PUTC_vs_STOCKFISH.pgn,80,34,W,Qc2,Na3,106,mistake,65.4
PUTC_vs_STOCKFISH.pgn,80,35,B,Rac8,Rfc8,66,inaccuracy,75.2
PUTC_vs_STOCKFISH.pgn,80,36,W,Rh3,e3,155,mistake,56.3
PUTC_vs_STOCKFISH.pgn,80,37,B,Nd3+,Kh7,115,mistake,63.5
PUTC_vs_STOCKFISH.pgn,80,38,W,Kd1,Qxd3,130,mistake,60.6
PUTC_vs_STOCKFISH.pgn,80,39,B,Qe6,Nxf2+,67,inaccuracy,74.9
PUTC_vs_STOCKFISH.pgn,80,40,W,Ba3,Qxd3,210,blunder,48.8
PUTC_vs_STOCKFISH.pgn,80,41,B,Nd5,Rfe8,329,blunder,37.8
PUTC_vs_STOCKFISH.pgn,80,42,W,Qa2,Qxc8,189,mistake,51.4
PUTC_vs_STOCKFISH.pgn,80,43,B,h5,Nxf2+,150,mistake,57.1
PUTC_vs_STOCKFISH.pgn,80,44,W,Rh2,Qxd5,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,80,45,B,Qe5,Kh7,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,80,46,W,Rh1,exd3,68,inaccuracy,74.6
PUTC_vs_STOCKFISH.pgn,80,47,B,Bh6,Rc1+,200,blunder,50.0
PUTC_vs_STOCKFISH.pgn,80,48,W,Qb3,exd3,19,ok,91.3
PUTC_vs_STOCKFISH.pgn,80,49,B,Rc1+,Bg7,251,blunder,44.3
PUTC_vs_STOCKFISH.pgn,80,50,W,Bxc1,Bxc1,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,80,51,B,Nxf2+,Nxc1,62,inaccuracy,76.3
PUTC_vs_STOCKFISH.pgn,80,52,W,Ke1,Ke1,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,80,53,B,e3,e3,4,ok,98.0
PUTC_vs_STOCKFISH.pgn,80,54,W,Qa2,Bb2,370,blunder,35.1
PUTC_vs_STOCKFISH.pgn,80,55,B,Qxg3,Nxh1,219,blunder,47.7
PUTC_vs_STOCKFISH.pgn,80,56,W,Rh3,Qxd5,359,blunder,35.8
PUTC_vs_STOCKFISH.pgn,80,57,B,Nd3+,Nxh3+,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,80,58,W,Kd1,Kd1,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,80,59,B,Qe1+,Qe1+,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,80,60,W,Kc2,Kc2,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,80,61,B,Qxc1+,Qxc1+,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,80,62,W,Kb3,Kb3,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,80,63,B,Nc5#,Nc5#,200000,blunder,0.1
PUTC_vs_STOCKFISH.pgn,81,0,W,b4,e4,80,inaccuracy,71.4
PUTC_vs_STOCKFISH.pgn,81,1,B,g5,e5,85,inaccuracy,70.2
PUTC_vs_STOCKFISH.pgn,81,2,W,h3,d4,21,ok,90.5
PUTC_vs_STOCKFISH.pgn,81,3,B,e5,d5,21,ok,90.5
PUTC_vs_STOCKFISH.pgn,81,4,W,f3,Bb2,193,mistake,50.9
PUTC_vs_STOCKFISH.pgn,81,5,B,Bxb4,Bxb4,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,81,6,W,c4,e4,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,81,7,B,Nf6,Ne7,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,81,8,W,g4,Qb3,87,inaccuracy,69.7
PUTC_vs_STOCKFISH.pgn,81,9,B,Nc6,d5,46,ok,81.3
PUTC_vs_STOCKFISH.pgn,81,10,W,e4,e3,68,inaccuracy,74.6
PUTC_vs_STOCKFISH.pgn,81,11,B,d6,h5,31,ok,86.6
PUTC_vs_STOCKFISH.pgn,81,12,W,Qe2,h4,114,mistake,63.7
PUTC_vs_STOCKFISH.pgn,81,13,B,h5,h5,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,81,14,W,c5,Qf2,161,mistake,55.4
PUTC_vs_STOCKFISH.pgn,81,15,B,Nd4,hxg4,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,81,16,W,Kd1,Qg2,243,blunder,45.1
PUTC_vs_STOCKFISH.pgn,81,17,B,dxc5,Nxe2,242,blunder,45.2
PUTC_vs_STOCKFISH.pgn,81,18,W,Qd3,Qe3,56,inaccuracy,78.1
PUTC_vs_STOCKFISH.pgn,81,19,B,a5,Be6,151,mistake,57.0
PUTC_vs_STOCKFISH.pgn,81,20,W,Qc2,Qe3,259,blunder,43.6
PUTC_vs_STOCKFISH.pgn,81,21,B,Bd7,Nxc2,41,ok,83.0
PUTC_vs_STOCKFISH.pgn,81,22,W,Ba6,Bb2,148,mistake,57.5
PUTC_vs_STOCKFISH.pgn,81,23,B,Kf8,Rxa6,51,inaccuracy,79.7
PUTC_vs_STOCKFISH.pgn,81,24,W,Qd3,Bxb7,44,ok,82.0
PUTC_vs_STOCKFISH.pgn,81,25,B,Rxa6,Ba4+,119,mistake,62.7
PUTC_vs_STOCKFISH.pgn,81,26,W,Rh2,Bb2,193,mistake,50.9
PUTC_vs_STOCKFISH.pgn,81,27,B,Bc8,Ba4+,296,blunder,40.3
