pgn,white,black,result,moves,white_acpl,black_acpl,white_best_pct,black_best_pct,white_inacc,white_mistakes,white_blunders,black_inacc,black_mistakes,black_blunders
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,45,8731.3,4575.3,26.1,18.2,2,3,1,6,4,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,41,9561.1,91.3,23.8,20.0,1,2,2,5,3,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,57,3488.4,3648.0,10.3,10.7,9,11,2,8,12,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,87,55.6,89.6,13.6,0.0,16,6,0,15,13,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,37,10572.6,5601.2,21.1,0.0,2,3,2,4,6,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,61,54.9,76.5,19.4,13.3,8,4,1,8,9,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,93,2199.0,4413.5,14.9,6.5,10,16,4,12,14,10
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,22,9168.5,18248.4,9.1,36.4,1,5,4,1,2,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,42,4813.9,9589.9,0.0,14.3,7,5,2,7,4,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,64,3178.9,34.6,12.5,21.9,13,6,4,6,2,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,20,136.4,56.3,10.0,20.0,4,2,2,3,1,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,18,11166.6,22287.8,11.1,33.3,2,3,2,3,0,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,44,4616.6,9148.9,0.0,22.7,3,8,5,7,3,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,14,14313.1,28596.4,0.0,42.9,2,3,2,2,0,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,56,3675.2,7232.9,7.1,14.3,8,7,6,4,13,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,22,9175.8,18257.4,18.2,36.4,2,3,4,1,2,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,18,11180.0,22301.8,22.2,44.4,1,2,4,3,1,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,29,13399.4,7223.9,13.3,14.3,3,2,2,2,5,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,75,5333.0,2784.5,13.2,0.0,14,6,3,6,17,5
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,33,11848.8,6268.7,23.5,25.0,2,1,3,3,4,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,55,55.6,96.0,10.7,18.5,3,2,3,5,7,5
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,55,76.8,109.9,21.4,3.7,6,7,2,8,9,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,35,59.4,108.8,11.1,5.9,7,4,0,4,7,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,23,16722.6,9152.3,16.7,0.0,2,3,1,1,6,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,39,10043.0,5302.7,25.0,10.5,5,2,1,3,8,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,39,10036.8,5297.7,30.0,21.1,4,2,1,5,3,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,57,48.1,81.4,24.1,14.3,6,2,1,7,9,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,58,3532.1,6960.8,6.9,13.8,5,12,4,4,7,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,82,2518.4,4964.8,0.0,9.8,12,16,3,12,16,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,36,119.6,78.2,27.8,11.1,4,2,4,1,4,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,12,193.5,106.0,0.0,33.3,1,2,2,3,1,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,80,2583.4,5068.4,2.5,7.5,17,16,2,20,8,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,22,167.1,90.9,0.0,18.2,3,4,3,2,3,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,82,2514.3,4941.3,7.3,17.1,9,15,5,12,10,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,16,150.2,44.6,0.0,37.5,2,5,1,1,2,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,34,5960.4,11842.9,29.4,35.3,3,6,4,4,1,3
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,16,12536.9,25023.1,0.0,37.5,3,2,2,1,0,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,39,91.3,5372.9,15.0,15.8,4,0,4,4,4,6
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,27,14314.7,7712.2,35.7,0.0,3,0,1,4,2,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,43,4553.2,4839.9,18.2,0.0,7,2,2,6,7,4
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,29,13421.9,7224.1,26.7,7.1,1,1,4,5,3,4
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,25,47.6,115.9,7.7,0.0,4,1,0,2,7,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,35,11171.9,5944.4,22.2,5.9,5,4,1,0,7,4
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,65,62.7,92.8,18.2,9.4,7,9,1,11,9,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,85,4755.8,2492.6,11.6,7.1,4,20,6,6,15,12
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,41,53.4,87.5,23.8,10.0,4,3,0,5,5,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,23,24.1,104.2,33.3,9.1,1,0,0,3,3,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,24,8394.6,48.9,0.0,33.3,2,5,2,3,0,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,42,95.9,67.7,19.0,28.6,7,5,2,4,6,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,30,6709.7,13374.3,0.0,13.3,5,3,2,7,1,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,38,5357.9,10609.7,10.5,15.8,6,3,7,6,5,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,14,162.7,53.1,0.0,28.6,1,3,1,2,1,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,14,226.6,122.7,0.0,28.6,1,2,3,0,3,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,28,7179.3,14341.0,7.1,28.6,2,5,3,4,2,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,42,99.0,43.6,0.0,38.1,7,7,2,5,2,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,52,3922.5,7760.2,15.4,34.6,6,7,5,3,7,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,32,6304.4,12534.2,0.0,18.8,5,6,3,5,1,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,79,5078.8,2651.4,10.0,2.6,12,8,4,9,16,7
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,43,9130.3,83.9,36.4,19.0,1,2,2,5,4,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,27,132.8,204.3,7.1,0.0,0,0,6,4,2,5
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,35,16701.3,11794.2,33.3,0.0,6,4,5,2,6,7
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,41,78.2,129.8,4.8,0.0,5,2,3,7,6,4
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,29,38.7,111.6,26.7,7.1,4,1,0,5,4,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,43,29.0,80.9,27.3,4.8,4,1,0,10,3,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,31,12554.9,6721.9,25.0,13.3,2,4,1,1,3,5
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,23,16705.2,9113.5,25.0,9.1,4,1,1,3,1,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,29,72.3,7216.5,26.7,21.4,3,2,2,1,3,5
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,76,2714.9,5342.3,5.3,13.2,10,12,5,15,6,4
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,26,178.0,106.5,15.4,30.8,2,2,6,2,3,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,26,7755.2,15434.4,7.7,38.5,4,5,2,1,3,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,16,166.1,36.4,0.0,50.0,2,4,1,1,1,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,52,152.7,113.5,3.8,11.5,5,6,7,9,3,4
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,26,7729.5,15424.2,0.0,15.4,5,3,2,5,0,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,40,5044.1,10044.9,30.0,25.0,4,6,2,4,3,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,48,114.0,69.5,8.3,12.5,6,10,2,4,6,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,26,7761.8,15454.4,15.4,30.8,1,5,3,5,1,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,16,137.9,33.9,0.0,37.5,1,3,2,3,0,0
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,95,6293.6,4300.7,22.9,8.5,8,12,4,15,13,6
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,17,23.1,170.2,44.4,0.0,2,0,0,3,1,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,47,69.4,120.3,16.7,4.3,7,4,2,4,12,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,41,9571.6,5042.1,33.3,15.0,6,2,2,4,7,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,27,14336.1,7736.9,14.3,0.0,4,2,1,6,2,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,47,8389.0,4391.2,20.8,17.4,8,5,1,9,7,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,63,6295.7,3272.5,12.5,6.5,7,4,1,11,4,4
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,33,61.6,114.8,29.4,12.5,1,3,1,6,2,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,29,20030.1,14315.4,33.3,14.3,2,0,4,5,2,4
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,63,9405.1,6491.8,18.8,22.6,8,6,3,6,7,7
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,20,10071.5,20093.5,20.0,40.0,2,3,3,3,2,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,28,163.0,103.9,14.3,14.3,2,5,2,3,2,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,48,4206.2,8379.7,16.7,29.2,5,4,3,5,4,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,18,127.1,47.1,11.1,44.4,2,4,1,3,1,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,42,4814.3,9578.8,4.8,23.8,2,10,2,9,3,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,22,110.0,43.5,9.1,45.5,4,2,2,2,1,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,34,109.6,50.5,0.0,23.5,4,5,2,5,3,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,30,6711.4,13379.0,13.3,13.3,2,4,3,4,2,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,34,5916.6,11788.7,11.8,41.2,5,4,2,2,1,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,50,110.6,12014.0,12.0,24.0,7,10,2,10,4,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,37,10570.8,5595.0,21.1,0.0,4,2,1,3,6,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,33,11791.5,6265.9,35.3,6.2,1,1,1,7,5,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,63,6280.6,65.1,21.9,3.2,8,0,1,5,9,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,99,4075.4,2126.0,16.0,8.2,18,10,5,9,17,7
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,57,6950.4,3626.1,24.1,14.3,10,4,1,7,8,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,25,45.2,124.2,38.5,16.7,3,2,0,5,3,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,37,10571.0,118.1,26.3,11.1,4,2,2,3,5,4
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,33,11793.8,6292.7,29.4,0.0,4,0,1,3,3,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,133,3075.9,1622.4,7.5,1.5,20,20,8,17,31,8
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,37,10551.5,5580.8,36.8,0.0,2,1,1,5,2,3
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,18,11184.1,22299.4,11.1,22.2,3,0,5,1,2,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,46,4430.6,8745.8,17.4,26.1,5,7,4,6,3,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,80,82.8,57.9,5.0,7.5,11,11,2,14,6,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,18,164.6,58.7,0.0,33.3,2,3,2,0,1,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,54,81.4,7453.7,11.1,14.8,9,5,2,8,4,1
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,18,145.4,25.9,0.0,33.3,3,5,1,0,1,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,44,75.4,34.5,0.0,18.2,7,4,1,5,2,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,44,128.3,74.3,9.1,13.6,7,5,4,7,3,2
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,52,136.6,90.4,3.8,11.5,3,14,4,11,10,0
PUTC_GRAVE_vs_STOCKFISH.pgn,PUTC_GRAVE,STOCKFISH,0-1,20,157.9,64.7,10.0,40.0,0,2,4,0,2,1
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,49,8057.6,4230.3,20.0,0.0,8,4,1,4,13,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,27,20.4,84.7,35.7,15.4,1,0,0,3,2,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,107,5614.0,3843.5,9.3,7.5,10,9,7,15,17,9
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,49,8046.2,4227.0,16.0,4.2,7,3,1,11,3,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,69,5758.3,2996.1,20.0,11.8,9,3,2,6,11,4
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,29,13349.5,7169.1,33.3,7.1,2,0,1,3,3,3
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,27,46.8,100.8,42.9,0.0,2,2,0,9,1,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,45,49.1,102.1,30.4,0.0,7,3,0,8,7,2
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,57,6940.6,3630.4,13.8,7.1,8,4,1,7,7,5
STOCKFISH_vs_PUTC_GRAVE.pgn,STOCKFISH,PUTC_GRAVE,1-0,39,15003.0,10531.6,30.0,15.8,1,0,4,3,5,3
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,23,16704.1,9144.3,33.3,0.0,2,1,1,2,5,2
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,21,18216.9,165.9,45.5,20.0,0,2,1,1,3,3
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,55,7190.6,3763.6,17.9,3.7,10,3,1,14,5,3
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,19,105.3,219.0,10.0,0.0,2,1,2,1,1,5
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,23,16734.7,9162.0,41.7,18.2,5,1,2,1,3,4
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,21,38.5,133.1,27.3,0.0,4,0,0,2,3,2
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,71,2845.5,5790.8,16.7,8.6,9,10,4,10,13,8
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,23,37.1,97.6,33.3,0.0,3,1,0,5,0,2
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,59,57.4,3495.1,23.3,6.9,9,4,1,8,8,5
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,25,15425.0,8381.8,23.1,16.7,1,1,2,2,4,3
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,22,9091.4,18207.0,27.3,27.3,1,2,3,1,1,1
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,54,95.0,56.6,3.7,18.5,4,8,3,4,5,2
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,62,88.3,52.4,0.0,16.1,7,7,3,11,2,1
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,18,147.4,42.9,11.1,33.3,1,2,3,1,0,1
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,24,112.8,53.4,16.7,41.7,6,1,2,3,2,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,12,144.2,17.8,0.0,33.3,0,3,1,0,0,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,60,144.3,3414.0,16.7,33.3,8,7,8,8,6,6
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,12,169.3,52.5,0.0,33.3,2,2,1,3,0,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,20,127.0,46.5,0.0,10.0,4,2,1,3,0,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,14,164.6,56.0,14.3,14.3,1,2,2,1,1,0
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,25,55.4,120.2,38.5,0.0,5,1,1,4,3,2
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,21,18212.6,10021.4,36.4,10.0,1,1,1,4,2,1
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,21,50.6,118.2,9.1,0.0,1,2,0,3,3,2
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,45,43.8,100.3,30.4,0.0,6,1,1,5,6,2
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,33,76.5,125.4,29.4,6.2,1,3,2,3,5,3
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,37,58.4,118.5,31.6,11.1,2,2,2,2,5,3
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,107,78.3,102.7,14.8,1.9,14,16,3,17,17,5
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,21,65.8,158.7,9.1,0.0,2,4,0,2,5,2
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,15,22.4,150.1,50.0,14.3,2,0,0,1,0,3
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,41,19000.4,10047.2,33.3,5.0,6,3,3,2,6,9
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,26,7736.9,15439.8,23.1,30.8,3,2,3,3,0,2
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,44,176.2,136.3,18.2,18.2,4,8,6,4,1,8
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,18,171.4,79.0,0.0,22.2,1,2,4,0,1,2
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,24,170.8,102.0,8.3,16.7,3,3,4,1,4,2
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,30,124.3,43.5,0.0,20.0,4,5,2,5,1,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,14,161.9,37.4,0.0,14.3,1,1,2,3,0,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,40,103.4,65.2,15.0,10.0,8,4,2,2,3,2
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,26,7643.7,15405.2,23.1,53.8,3,3,2,1,1,1
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,12,134.3,26.3,16.7,66.7,2,0,1,1,0,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,16,141.9,46.8,12.5,37.5,3,2,1,2,1,0
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,75,87.2,2789.9,18.4,5.4,14,6,4,11,12,6
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,27,21490.2,15436.6,28.6,15.4,0,2,5,3,2,6
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,31,79.4,107.6,25.0,13.3,4,4,1,4,5,2
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,15,29.6,114.6,37.5,14.3,2,0,0,3,1,1
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,21,91.1,183.8,36.4,0.0,1,4,1,2,2,5
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,9,23.8,215.0,40.0,0.0,1,0,0,2,0,1
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,49,70.5,119.1,20.0,4.2,6,6,1,6,10,3
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,21,18226.7,10045.4,45.5,20.0,1,2,1,1,3,3
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,27,62.9,116.1,14.3,0.0,2,2,1,2,2,4
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,27,28555.7,23065.5,35.7,0.0,3,1,5,2,2,6
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,16,136.8,42.2,12.5,50.0,2,2,1,3,0,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,32,133.3,67.4,0.0,12.5,4,7,2,5,3,1
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,34,92.2,45.5,5.9,29.4,8,2,2,5,0,1
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,22,153.4,53.2,9.1,27.3,2,5,2,2,3,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,14,139.4,42.6,0.0,28.6,1,1,2,2,1,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,16,144.8,76.6,12.5,25.0,1,2,2,1,1,1
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,26,146.1,53.8,15.4,15.4,4,3,3,6,1,0
