timestamp,white,black,playouts,seed,max_steps,adjudicate,material_threshold,processes,ucb_c,c_puct,use_eval_priors,rollout_steps,use_eval_leaf,ab_leaf_depth,ab_depth_white,ab_depth_black,grave_K,eval_adjudicate,eval_threshold_cp,random_openings,resign_threshold_cp,resign_moves,stockfish_path,sf_depth,sf_nodes,sf_movetime_ms,sf_threads,sf_hash_mb,sf_skill,sf_limit_strength,sf_elo,moves,game_seconds,total_playouts,nps_playouts,nodes,depth,elapsed,result
2025-08-21 08:41:46,AB,STOCKFISH,0,0,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,0,0.707,0,0.0,,,,1/2-1/2
2025-08-21 08:41:46,AB,STOCKFISH,0,1,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,0,0.708,0,0.0,,,,1/2-1/2
2025-08-21 08:41:47,AB,STOCKFISH,0,2,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,0,0.711,0,0.0,,,,1/2-1/2
2025-08-21 08:41:48,AB,STOCKFISH,0,3,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,0,0.698,0,0.0,,,,1/2-1/2
2025-08-21 08:41:48,AB,STOCKFISH,0,4,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,0,0.696,0,0.0,,,,1/2-1/2
2025-08-21 08:41:49,AB,STOCKFISH,0,5,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,0,0.707,0,0.0,,,,1/2-1/2
2025-08-21 08:41:50,AB,STOCKFISH,0,6,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,0,0.709,0,0.0,,,,1/2-1/2
2025-08-21 08:41:50,AB,STOCKFISH,0,7,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,0,0.703,0,0.0,,,,1/2-1/2
2025-08-21 08:41:51,AB,STOCKFISH,0,8,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,0,0.711,0,0.0,,,,1/2-1/2
2025-08-21 08:41:52,AB,STOCKFISH,0,9,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,0,0.692,0,0.0,,,,1/2-1/2
2025-08-21 08:41:53,STOCKFISH,AB,0,0,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,1,0.705,0,0.0,,,,1/2-1/2
2025-08-21 08:41:53,STOCKFISH,AB,0,1,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,1,0.705,0,0.0,,,,1/2-1/2
2025-08-21 08:41:54,STOCKFISH,AB,0,2,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,1,0.710,0,0.0,,,,1/2-1/2
2025-08-21 08:41:55,STOCKFISH,AB,0,3,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,1,0.716,0,0.0,,,,1/2-1/2
2025-08-21 08:41:55,STOCKFISH,AB,0,4,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,1,0.709,0,0.0,,,,1/2-1/2
2025-08-21 08:41:56,STOCKFISH,AB,0,5,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,1,0.704,0,0.0,,,,1/2-1/2
2025-08-21 08:41:57,STOCKFISH,AB,0,6,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,1,0.708,0,0.0,,,,1/2-1/2
2025-08-21 08:41:58,STOCKFISH,AB,0,7,150,True,1,1,0.8,0.8,False,200,False,0,4,4,100.0,True,150,2,0,0,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,1,0,0,1,16,0,0,,1,0.701,0,0.0,,,,1/2-1/2
