2025-08-20 09:45:43,PUTC_GRAVE,UCB,60,2,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,84,218.268,5040,23.1,,,,0-1
2025-08-20 10:19:26,PUTC_GRAVE,UCB,60,3,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,186,2023.543,11160,5.5,,,,0-1
2025-08-20 10:24:18,UCB,PUTC_GRAVE,60,0,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,127,291.468,7620,26.1,,,,1-0
2025-08-20 10:51:28,UCB,PUTC_GRAVE,60,1,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,300,1630.362,18000,11.0,,,,1-0
2025-08-20 10:57:44,UCB,PUTC_GRAVE,60,2,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,137,375.601,8220,21.9,,,,1-0
2025-08-20 11:07:12,UCB,PUTC_GRAVE,60,3,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,265,568.440,15900,28.0,,,,1-0
2025-08-20 11:18:53,PUTC_GRAVE,UCB,60,0,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,300,628.745,18000,28.6,,,,1-0
2025-08-20 11:28:40,PUTC_GRAVE,UCB,60,1,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,300,587.432,18000,30.6,,,,1-0
2025-08-20 11:37:15,PUTC_GRAVE,UCB,60,2,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,300,514.368,18000,35.0,,,,1-0
2025-08-20 11:40:32,PUTC_GRAVE,UCB,60,3,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,117,197.434,7020,35.6,,,,1-0
2025-08-20 11:47:23,UCB,PUTC_GRAVE,60,0,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,300,410.599,18000,43.8,,,,0-1
2025-08-20 11:56:51,UCB,PUTC_GRAVE,60,1,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,300,568.284,18000,31.7,,,,0-1
2025-08-20 12:09:59,UCB,PUTC_GRAVE,60,2,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,300,787.564,18000,22.9,,,,0-1
2025-08-20 12:20:07,UCB,PUTC_GRAVE,60,3,300,True,1,1,0.8,0.8,True,0,True,1,3,3,50.0,False,200,0,0,0,300,608.931,18000,29.6,,,,0-1
