timestamp,white,black,playouts,seed,max_steps,adjudicate,material_threshold,processes,ucb_c,c_puct,use_eval_priors,rollout_steps,use_eval_leaf,ab_leaf_depth,ab_depth_white,ab_depth_black,grave_K,eval_adjudicate,eval_threshold_cp,random_openings,resign_threshold_cp,resign_moves,stockfish_path,sf_depth,sf_nodes,sf_movetime_ms,sf_threads,sf_hash_mb,sf_skill,sf_limit_strength,sf_elo,moves,game_seconds,total_playouts,nps_playouts,nodes,depth,elapsed,result
2025-08-20 22:59:50,UNIFORM,UCB,0,0,150,True,1,1,0.8,0.8,False,200,False,0,3,3,100.0,True,150,2,600,3,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,12,0,500,1,64,,1,1600,52,13.313,0,0.0,,,,0-1
2025-08-20 22:59:56,UNIFORM,UCB,0,1,150,True,1,1,0.8,0.8,False,200,False,0,3,3,100.0,True,150,2,600,3,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,12,0,500,1,64,,1,1600,23,5.730,0,0.0,,,,1-0
2025-08-20 22:59:57,UNIFORM,UCB,0,2,150,True,1,1,0.8,0.8,False,200,False,0,3,3,100.0,True,150,2,600,3,C:\Program Files\stockfish\stockfish-windows-x86-64-avx2.exe,12,0,500,1,64,,1,1600,6,1.534,0,0.0,,,,0-1
